Date-Time,Open,High,Low,Close,Volume,Ticker_Symbol
2021-01-15,346.27,347.06,343.53,345.37,3622148,VOO
2021-01-14,349.85,350.3183,347.55,347.85,3497443,VOO
2021-01-13,348.11,350.06,347.32,349.03,3039926,VOO
2021-01-12,348.3,349.15,345.97,348.16,2291537,VOO
2021-01-11,347.36,349.82,347.202,348.13,2987858,VOO
2021-01-08,349.88,350.619,346.64,350.42,3758462,VOO
2021-01-07,345.74,349.2,345.54,348.46,3638857,VOO
2021-01-06,339.79,346.5,339.3,343.33,4804950,VOO
2021-01-05,338.4,342.39,338.39,341.26,3299716,VOO
2021-01-04,345.02,345.09,335.37,339.03,5402614,VOO
2020-12-31,341.82,344.37,341.23,343.69,3507320,VOO
2020-12-30,342.28,342.91,341.565,341.85,2009135,VOO
2020-12-29,343.63,343.77,340.87,341.39,2555542,VOO
2020-12-28,341.74,342.46,341.09,342.11,2761273,VOO
2020-12-24,338.37,339.18,337.77,339.16,1447667,VOO
2020-12-23,338.54,339.75,337.69,337.81,3682167,VOO
2020-12-22,338.47,338.55,336.47,337.54,2381325,VOO
2021-02-23,57.1,57.41,56.29,57.02,2539263,ADM
2021-02-22,56.3,57.19,56.12,56.85,2260438,ADM
2021-02-19,56.0,56.38,55.79,56.12,2402119,ADM
2021-02-18,55.63,56.35,55.54,55.82,2716996,ADM
2021-02-17,55.76,56.0432,55.36,55.92,2516858,ADM
2021-02-16,56.06,56.91,55.8,56.05,2789468,ADM
2021-02-12,54.99,55.77,54.7,55.72,2166533,ADM
2021-02-11,54.48,54.95,53.96,54.92,2129787,ADM
2021-02-10,54.75,54.94,54.05,54.46,1969352,ADM
2021-02-09,53.75,54.7,53.37,54.48,2660914,ADM
2021-02-08,53.3,53.82,53.135,53.65,2232996,ADM
2021-02-05,53.03,53.31,52.68,53.3,2577556,ADM
2021-02-04,51.51,52.53,51.47,52.52,1874712,ADM
2021-02-03,50.99,51.575,50.76,51.44,2221708,ADM
2021-02-02,51.0,51.82,50.8,50.94,4181825,ADM
2021-02-01,50.48,50.75,50.18,50.48,2562254,ADM
2021-01-29,50.73,50.9,49.695,50.01,4765417,ADM
2021-01-28,49.93,51.31,49.58,51.01,2962057,ADM
2021-01-27,51.53,51.94,49.28,49.58,3744460,ADM
2021-01-26,53.1,53.3,51.83,52.18,2637844,ADM
2021-01-25,52.82,53.69,52.53,53.09,2556416,ADM
2021-01-22,52.38,53.1072,51.92,52.82,1818820,ADM
2021-01-21,53.32,53.63,52.69,52.79,1812543,ADM
2021-01-20,53.45,53.99,52.79,53.5,2307413,ADM
2021-01-19,52.91,53.25,52.527,53.1,3321662,ADM
2021-01-15,52.55,52.77,51.58,52.2,2676987,ADM
2021-01-14,52.36,53.38,52.16,52.87,2373962,ADM
2021-01-13,51.27,52.33,50.89,51.77,4196966,ADM
2021-01-12,52.16,52.16,51.39,51.4,2517546,ADM
2021-01-11,51.83,52.475,51.68,52.04,2238823,ADM
2021-01-08,52.62,53.11,51.7,52.57,2909109,ADM
2021-01-07,53.0,53.33,52.32,52.43,2863123,ADM
2021-01-06,51.23,53.57,51.14,52.9,3366854,ADM
2021-01-05,49.9,51.16,49.73,50.84,3080253,ADM
2021-01-04,50.4,51.03,49.36,49.87,3086017,ADM
2020-12-31,50.04,50.51,49.8,50.41,1698888,ADM
2020-12-30,49.45,50.18,49.34,49.91,1533170,ADM
2020-12-29,49.85,49.925,49.1,49.45,1354217,ADM
2020-12-28,49.8,49.97,49.49,49.7,1150956,ADM
2020-12-24,49.41,49.5,49.02,49.44,411610,ADM
2020-12-23,49.02,49.56,48.84,49.35,1692926,ADM
2020-12-22,49.27,49.45,48.69,48.73,1600118,ADM
2021-02-23,125.06,126.47,122.12,126.11,592205,AGCO
2021-02-22,122.54,128.55,122.51,126.5,929033,AGCO
2021-02-19,117.82,125.36,117.82,123.92,847633,AGCO
2021-02-18,118.2,118.72,114.92,115.07,523621,AGCO
2021-02-17,117.19,119.1202,116.4251,118.71,524586,AGCO
2021-02-16,119.2,119.88,116.71,117.65,699786,AGCO
2021-02-12,119.94,120.16,116.67,118.6,1040258,AGCO
2021-02-11,120.34,121.4,118.03,120.91,569453,AGCO
2021-02-10,122.47,122.581,119.03,119.68,657202,AGCO
2021-02-09,121.4,122.98,120.94,121.63,482743,AGCO
2021-02-08,121.55,123.0,120.94,121.84,392712,AGCO
2021-02-05,122.04,122.04,118.525,119.69,580048,AGCO
2021-02-04,123.0,124.845,120.0,121.1,762722,AGCO
2021-02-03,117.09,118.42,116.28,117.76,588440,AGCO
2021-02-02,116.12,118.635,116.01,117.32,545401,AGCO
2021-02-01,112.13,115.17,110.99,114.62,918301,AGCO
2021-01-29,111.6,112.37,109.06,110.9,806570,AGCO
2021-01-28,105.77,112.96,105.22,112.43,1157439,AGCO
2021-01-27,108.92,109.02,101.69,102.8,889368,AGCO
2021-01-26,113.35,113.35,110.845,111.07,364188,AGCO
2021-01-25,113.8,114.99,111.19,112.14,848100,AGCO
2021-01-22,113.75,115.2,113.27,114.09,706391,AGCO
2021-01-21,116.48,116.48,114.46,115.07,538486,AGCO
2021-01-20,116.42,116.8049,114.39,115.54,599694,AGCO
2021-01-19,114.88,117.3,114.88,115.91,606901,AGCO
2021-01-15,115.72,115.72,112.32,114.13,405187,AGCO
2021-01-14,115.79,118.11,114.69,116.27,733361,AGCO
2021-01-13,114.94,116.19,114.35,114.67,815325,AGCO
2021-01-12,114.04,115.42,112.55,114.64,947373,AGCO
2021-01-11,110.43,114.61,110.0,114.43,1000572,AGCO
2021-01-08,114.7,115.63,110.32,112.09,479162,AGCO
2021-01-07,110.93,114.91,110.01,114.8,702727,AGCO
2021-01-06,106.83,111.45,106.83,109.92,968634,AGCO
2021-01-05,102.02,106.11,102.02,105.46,1277220,AGCO
2021-01-04,103.57,104.24,100.9833,102.51,787070,AGCO
2020-12-31,102.47,103.69,101.51,103.09,617302,AGCO
2020-12-30,101.91,102.83,101.565,102.18,337219,AGCO
2020-12-29,102.08,102.57,100.24,101.26,269682,AGCO
2020-12-28,104.08,104.195,102.07,102.18,636694,AGCO
2020-12-24,104.13,104.36,102.87,103.21,178971,AGCO
2020-12-23,103.6,104.6,102.5,103.65,559962,AGCO
2020-12-22,102.96,103.605,102.88,103.1,705371,AGCO
2021-02-23,314.77,316.49,311.6,315.39,5723426,DIA
2021-02-22,312.9,316.49,312.77,315.21,2708180,DIA
2021-02-19,315.61,316.34,314.58,314.92,2314939,DIA
2021-02-18,314.75,316.0,313.38,315.56,2618615,DIA
2021-02-17,314.69,316.91,313.87,316.6,1980223,DIA
2021-02-16,316.33,316.54,314.8701,315.58,1836346,DIA
2021-02-12,314.28,315.14,313.83,315.04,2479493,DIA
2021-02-11,315.09,315.76,312.8,314.68,1937081,DIA
2021-02-10,315.17,315.24,312.3,314.5,2703134,DIA
2021-02-09,313.26,314.5,312.57,313.92,1782873,DIA
2021-02-08,312.6953,313.89,312.41,313.89,1690007,DIA
2021-02-05,312.36,312.55,310.87,311.54,1955606,DIA
2021-02-04,307.85,310.67,307.77,310.67,2638783,DIA
2021-02-03,306.1,307.9353,305.18,307.26,2087820,DIA
2021-02-02,304.5399,308.43,304.52,306.82,2970191,DIA
2021-02-01,302.28,303.35,300.14,302.02,3138644,DIA
2021-01-29,303.92,304.78,298.59,299.81,5929934,DIA
2021-01-28,304.98,309.42,304.83,306.07,6392069,DIA
2021-01-27,306.54,306.7199,302.0971,303.26,5743141,DIA
2021-01-26,310.54,311.19,309.21,309.39,2256091,DIA
2021-01-25,308.99,309.78,305.62,309.65,4546419,DIA
2021-01-22,309.86,311.02,309.09,309.97,2049721,DIA
2021-01-21,312.01,312.7098,311.2,311.87,1938431,DIA
2021-01-20,310.43,312.3385,309.94,311.77,2398402,DIA
2021-01-19,310.36,310.74,308.6,309.32,2781746,DIA
2021-01-15,308.01,309.32,306.03,308.12,4009106,DIA
2021-01-14,311.59,312.2683,309.89,310.05,3232381,DIA
2021-01-13,310.63,311.6,309.92,310.63,1854424,DIA
2021-01-12,310.18,311.25,308.91,310.74,2269719,DIA
2021-01-11,308.49,311.0,308.42,310.17,2822095,DIA
2021-01-08,311.25,311.43,307.99,311.04,3234948,DIA
2021-01-07,309.72,311.98,309.059,310.5,4107942,DIA
2021-01-06,303.75,310.24,303.06,308.21,7290298,DIA
2021-01-05,301.93,305.05,301.38,303.84,3355243,DIA
2021-01-04,306.59,306.66,298.74,302.32,5106635,DIA
2020-12-31,304.0,306.29,303.35,305.79,2796979,DIA
2020-12-30,304.11,305.13,303.86,304.13,2081348,DIA
2020-12-29,305.43,305.7,302.64,303.46,2319636,DIA
2020-12-28,303.69,305.15,303.3517,304.0,2353830,DIA
2020-12-24,301.66,302.1,300.93,302.02,1955723,DIA
2020-12-23,301.2,302.7899,301.14,301.28,2714356,DIA
2020-12-22,301.84,301.88,299.8597,300.07,2723542,DIA
2021-02-23,132.65,134.34,131.3,132.78,6264268,PEP
2021-02-22,132.04,132.595,130.76,131.99,5746351,PEP
2021-02-19,135.01,135.12,132.285,132.51,5414944,PEP
2021-02-18,134.07,135.7,133.91,135.37,3943138,PEP
2021-02-17,134.06,135.07,133.8601,134.46,3351004,PEP
2021-02-16,134.5605,134.81,133.4,134.38,5180052,PEP
2021-02-12,135.26,135.6,133.45,133.87,5659348,PEP
2021-02-11,137.85,138.205,134.34,134.97,7527981,PEP
2021-02-10,141.12,141.12,136.76,137.7,6923264,PEP
2021-02-09,141.13,141.15,139.49,139.6,3170370,PEP
2021-02-08,141.19,141.81,139.5,140.4,4112165,PEP
2021-02-05,140.49,142.12,139.73,140.96,4437864,PEP
2021-02-04,137.75,139.76,137.75,139.68,3860314,PEP
2021-02-03,137.75,138.95,137.07,138.02,3609640,PEP
2021-02-02,137.45,139.525,136.6,138.38,3577346,PEP
2021-02-01,136.98,137.96,135.9001,136.98,4185689,PEP
2021-01-29,138.1135,138.46,136.015,136.57,6778137,PEP
2021-01-28,138.83,140.79,137.76,139.19,5513965,PEP
2021-01-27,140.505,142.33,137.55,138.04,6659804,PEP
2021-01-26,141.31,142.085,139.75,141.8,4242522,PEP
2021-01-25,138.0637,140.33,137.58,140.18,3829014,PEP
2021-01-22,139.5,139.54,138.23,138.59,4014925,PEP
2021-01-21,140.29,140.79,138.74,139.61,5684273,PEP
2021-01-20,141.04,141.78,139.92,141.33,5019321,PEP
2021-01-19,142.375,142.58,141.44,142.06,5158614,PEP
2021-01-15,141.45,142.6,140.53,141.39,4309077,PEP
2021-01-14,141.48,142.44,141.07,141.76,4724886,PEP
2021-01-13,141.12,143.24,141.0,142.59,4361696,PEP
2021-01-12,141.63,141.995,139.445,141.43,5141031,PEP
2021-01-11,144.03,144.31,141.69,142.09,3902743,PEP
2021-01-08,142.47,144.4,141.66,144.18,4312289,PEP
2021-01-07,142.81,143.145,141.145,142.47,4473376,PEP
2021-01-06,141.67,143.6,141.59,142.93,4843265,PEP
2021-01-05,144.07,145.18,142.9,144.7,4126000,PEP
2021-01-04,147.01,147.78,141.94,144.27,7486940,PEP
2020-12-31,147.48,148.46,146.64,148.3,2076825,PEP
2020-12-30,147.47,147.9899,147.01,147.31,2224859,PEP
2020-12-29,147.68,148.77,146.84,147.42,3186688,PEP
2020-12-28,145.776,147.6,145.54,146.91,2450584,PEP
2020-12-24,144.83,145.11,144.14,145.06,883285,PEP
2020-12-23,144.49,145.6,144.074,144.41,2645127,PEP
2020-12-22,144.6,145.0,143.475,144.02,2653806,PEP
2021-02-23,60.95,61.07,59.5,59.86,1225490,QSR
2021-02-22,60.86,61.74,60.46,60.78,1252505,QSR
2021-02-19,60.73,61.22,60.34,60.97,981377,QSR
2021-02-18,59.36,60.86,58.88,60.55,1307761,QSR
2021-02-17,58.87,59.6,58.48,59.45,1519182,QSR
2021-02-16,59.13,59.93,58.95,59.3,1646991,QSR
2021-02-12,57.64,59.11,56.92,59.05,2571719,QSR
2021-02-11,58.86,59.79,57.16,59.14,5108844,QSR
2021-02-10,60.18,60.26,59.36,60.08,1805436,QSR
2021-02-09,59.99,60.54,59.63,60.09,1835928,QSR
2021-02-08,60.13,60.13,59.27,59.9,1271643,QSR
2021-02-05,60.19,60.295,59.575,59.61,1077996,QSR
2021-02-04,60.47,60.47,59.54,59.55,1330122,QSR
2021-02-03,60.33,61.23,60.01,60.16,1088530,QSR
2021-02-02,59.71,60.89,59.4562,60.6,1039195,QSR
2021-02-01,58.2,59.18,57.56,59.06,1435445,QSR
2021-01-29,58.04,58.31,56.91,57.7,1242127,QSR
2021-01-28,57.57,59.05,57.07,58.56,1775201,QSR
2021-01-27,59.01,59.045,56.56,57.11,1926746,QSR
2021-01-26,59.35,59.98,58.53,59.7,1262272,QSR
2021-01-25,60.0,60.03,58.7,59.06,1494514,QSR
2021-01-22,60.29,60.54,60.03,60.08,936971,QSR
2021-01-21,61.31,61.375,60.205,60.59,1697565,QSR
2021-01-20,61.92,62.16,61.21,61.27,1536954,QSR
2021-01-19,62.23,62.96,61.19,61.77,1619713,QSR
2021-01-15,64.16,64.27,62.79,62.91,1333482,QSR
2021-01-14,63.15,64.65,63.06,64.24,1436203,QSR
2021-01-13,62.37,63.48,62.2,63.18,1444994,QSR
2021-01-12,63.57,63.57,62.43,62.65,1283299,QSR
2021-01-11,63.37,64.03,62.85,63.26,1218972,QSR
2021-01-08,63.3,64.24,63.1,64.14,1566725,QSR
2021-01-07,62.04,63.64,61.11,63.49,2560257,QSR
2021-01-06,59.18,60.8,58.99,60.38,3216631,QSR
2021-01-05,59.02,59.72,58.47,58.91,3129880,QSR
2021-01-04,61.9,62.155,59.32,59.39,2473170,QSR
2020-12-31,61.52,61.84,61.1,61.11,844753,QSR
2020-12-30,60.96,61.969,60.78,61.83,1087968,QSR
2020-12-29,60.71,61.45,60.1,60.8,1106445,QSR
2020-12-28,61.34,61.44,60.49,60.56,733534,QSR
2020-12-24,60.97,60.99,60.41,60.71,267940,QSR
2020-12-23,60.73,61.16,60.41,60.8,929108,QSR
2020-12-22,61.12,61.398,60.235,60.61,1153789,QSR
2021-02-23,163.42,166.085,158.16,165.2,1328087,TSCO
2021-02-22,168.96,170.0,164.64,164.94,1393602,TSCO
2021-02-19,172.38,173.76,169.68,171.34,1277738,TSCO
2021-02-18,169.0,173.365,167.79,171.89,1559632,TSCO
2021-02-17,162.89,172.14,162.89,170.25,2007615,TSCO
2021-02-16,160.35,163.4,159.61,161.94,1410957,TSCO
2021-02-12,157.61,160.31,157.61,159.93,945451,TSCO
2021-02-11,157.05,160.95,156.74,157.33,1535653,TSCO
2021-02-10,159.82,159.86,154.3604,156.45,1241823,TSCO
2021-02-09,156.92,160.5072,156.42,158.5,1640947,TSCO
2021-02-08,153.79,157.59,153.41,157.25,1599987,TSCO
2021-02-05,146.22,152.27,146.22,151.5,1471489,TSCO
2021-02-04,145.53,146.71,144.42,146.24,1107477,TSCO
2021-02-03,143.35,146.6,143.01,144.94,1052750,TSCO
2021-02-02,140.03,144.5586,139.9,143.18,1569242,TSCO
2021-02-01,142.14,145.69,139.11,139.72,1430940,TSCO
2021-01-29,150.29,150.93,141.58,141.74,2122197,TSCO
2021-01-28,150.23,155.44,145.49,149.44,2115557,TSCO
2021-01-27,151.745,155.44,146.5101,153.72,2174739,TSCO
2021-01-26,156.25,157.0,151.09,151.89,1058557,TSCO
2021-01-25,156.2,158.54,155.5,156.14,1154927,TSCO
2021-01-22,155.71,157.34,154.19,155.62,1239601,TSCO
2021-01-21,155.395,157.9895,154.91,155.18,750760,TSCO
2021-01-20,157.57,157.57,154.1,155.35,948466,TSCO
2021-01-19,158.51,159.34,156.705,157.45,1207645,TSCO
2021-01-15,156.48,160.83,156.28,157.48,1850319,TSCO
2021-01-14,153.56,157.08,153.395,156.44,1534092,TSCO
2021-01-13,152.49,154.13,150.75,153.18,1630238,TSCO
2021-01-12,149.18,152.1,148.97,151.75,1105586,TSCO
2021-01-11,148.84,151.58,147.02,149.5,1307647,TSCO
2021-01-08,147.16,149.46,145.75,149.31,1069901,TSCO
2021-01-07,145.675,147.545,145.08,147.12,919172,TSCO
2021-01-06,139.35,145.95,138.735,145.87,1102877,TSCO
2021-01-05,139.22,140.8,138.21,140.69,856777,TSCO
2021-01-04,140.9,141.65,138.14,139.71,1398356,TSCO
2020-12-31,143.22,143.22,140.45,140.58,713750,TSCO
2020-12-30,143.41,144.71,141.74,142.76,629393,TSCO
2020-12-29,143.98,144.72,141.13,143.0,828800,TSCO
2020-12-28,147.93,148.105,143.28,143.29,763861,TSCO
2020-12-24,147.02,148.0,146.21,146.88,369145,TSCO
2020-12-23,149.8,150.33,145.96,146.9,835908,TSCO
2020-12-22,148.49,150.69,147.98,149.77,1299021,TSCO
2021-02-23,515.0,524.9,504.725,521.59,80189,ONEQ
2021-02-22,532.94,533.5078,525.07,525.2,69703,ONEQ
2021-02-19,541.24,542.34,536.3761,537.92,25419,ONEQ
2021-02-18,536.15,538.826,531.2367,536.35,25038,ONEQ
2021-02-17,540.7,542.33,535.01,541.17,40115,ONEQ
2021-02-16,548.88,548.9999,542.51,544.81,33081,ONEQ
2021-02-12,542.65,546.42,541.48,545.82,24925,ONEQ
2021-02-11,544.61,545.0,539.672,543.58,31408,ONEQ
2021-02-10,546.22,546.382,536.6904,541.18,48898,ONEQ
2021-02-09,541.73,544.85,540.8093,543.54,28785,ONEQ
2021-02-08,540.74,542.569,539.14,542.54,50945,ONEQ
2021-02-05,538.13,538.58,534.95,537.93,42972,ONEQ
2021-02-04,531.82,533.85,528.53,533.85,26693,ONEQ
2021-02-03,532.91,532.91,527.04,528.0,38447,ONEQ
2021-02-02,525.14,529.57,525.14,528.52,40279,ONEQ
2021-02-01,511.1,520.966,510.01,519.53,35321,ONEQ
2021-01-29,513.21,516.5636,503.655,506.0,79730,ONEQ
2021-01-28,515.55,524.4088,515.55,516.59,48463,ONEQ
2021-01-27,524.0,525.0,513.0,515.68,112864,ONEQ
2021-01-26,529.55,531.08,528.405,528.82,88279,ONEQ
2021-01-25,531.22,533.83,518.682,529.79,65549,ONEQ
2021-01-22,524.33,526.99,523.33,526.5,24513,ONEQ
2021-01-21,525.01,526.72,520.122,525.0,39702,ONEQ
2021-01-20,518.02,523.99,518.02,522.29,36175,ONEQ
2021-01-19,509.35,513.1387,506.9918,512.88,38542,ONEQ
2021-01-15,510.29,511.69,502.9934,504.8,26994,ONEQ
2021-01-14,511.53,513.299,509.315,510.12,23928,ONEQ
2021-01-13,507.99,511.5,507.78,510.55,25139,ONEQ
2021-01-12,506.27,508.5846,503.34,507.99,29435,ONEQ
2021-01-11,508.44,510.89,505.5326,506.0,32538,ONEQ
2021-01-08,511.64,512.6696,506.6125,512.2,39421,ONEQ
2021-01-07,500.0,508.22,496.25,506.93,45450,ONEQ
2021-01-06,489.31,500.8594,489.16,494.72,58017,ONEQ
2021-01-05,491.16,498.6082,491.16,498.08,33901,ONEQ
2021-01-04,503.83,503.9499,487.06,494.0,132315,ONEQ
2020-12-31,500.0,501.65,498.5049,501.65,24848,ONEQ
2020-12-30,500.69,501.85,500.0001,500.8244,25451,ONEQ
2020-12-29,504.34,504.34,499.01,499.01,28894,ONEQ
2020-12-28,501.5,502.99,499.2873,501.93,33180,ONEQ
2020-12-24,496.32,499.085,495.38,498.08,19269,ONEQ
2020-12-23,499.24,499.33,495.89,497.05,22892,ONEQ
2020-12-22,496.76,499.68,493.0,498.39,29829,ONEQ
2021-02-23,22.64,22.84,22.1,22.7,824455,PPC
2021-02-22,22.48,23.05,22.385,22.73,395352,PPC
2021-02-19,22.68,22.8,22.41,22.47,648650,PPC
2021-02-18,22.17,22.87,22.09,22.61,663221,PPC
2021-02-17,21.76,22.53,21.64,22.43,544892,PPC
2021-02-16,21.8,22.0,21.265,21.81,1103084,PPC
2021-02-12,21.92,22.28,21.61,21.79,469949,PPC
2021-02-11,22.26,22.89,21.15,21.67,1344089,PPC
2021-02-10,23.0,23.285,22.53,22.96,602810,PPC
2021-02-09,22.76,23.1101,22.31,22.94,542825,PPC
2021-02-08,21.95,22.825,21.75,22.74,1254944,PPC
2021-02-05,21.23,21.42,21.05,21.1,321955,PPC
2021-02-04,20.9,21.36,20.73,21.01,544356,PPC
2021-02-03,20.115,20.93,20.115,20.7,789585,PPC
2021-02-02,19.89,20.265,19.6,20.11,739760,PPC
2021-02-01,19.58,19.83,19.33,19.68,915752,PPC
2021-01-29,19.77,19.91,19.14,19.38,751757,PPC
2021-01-28,20.07,20.35,19.68,19.89,546071,PPC
2021-01-27,20.36,21.03,20.01,20.08,850881,PPC
2021-01-26,20.61,20.65,19.81,20.49,629792,PPC
2021-01-25,20.37,20.9,20.3,20.49,660519,PPC
2021-01-22,20.06,20.545,20.035,20.4,773313,PPC
2021-01-21,20.07,20.48,19.99,20.19,843576,PPC
2021-01-20,19.36,20.37,19.355,20.07,1298682,PPC
2021-01-19,19.21,19.5,18.98,19.37,837619,PPC
2021-01-15,19.12,19.25,18.75,19.14,312241,PPC
2021-01-14,18.83,19.29,18.63,19.13,854576,PPC
2021-01-13,19.23,19.23,18.65,18.73,940810,PPC
2021-01-12,19.55,19.69,19.2,19.27,640027,PPC
2021-01-11,19.31,19.665,19.31,19.54,411167,PPC
2021-01-08,19.9245,19.9245,19.07,19.43,595522,PPC
2021-01-07,20.42,20.42,19.69,19.73,618845,PPC
2021-01-06,19.74,20.49,19.305,20.24,1185121,PPC
2021-01-05,18.96,19.44,18.8,19.24,622251,PPC
2021-01-04,19.7,19.75,18.52,18.96,1035705,PPC
2020-12-31,19.35,19.7,19.06,19.61,417274,PPC
2020-12-30,19.39,19.565,19.23,19.35,391426,PPC
2020-12-29,19.92,20.16,19.4,19.435,419644,PPC
2020-12-28,19.54,19.81,19.36,19.76,452940,PPC
2020-12-24,19.34,19.51,19.13,19.35,211748,PPC
2020-12-23,19.32,19.76,19.13,19.58,549644,PPC
2020-12-22,19.2,19.37,19.03,19.15,396164,PPC
2021-02-23,34.7,35.16,34.32,34.97,3623829,CAG
2021-02-22,34.13,34.64,33.98,34.48,3374638,CAG
2021-02-19,34.78,34.92,34.1,34.1,4819410,CAG
2021-02-18,33.95,34.93,33.74,34.7,3233576,CAG
2021-02-17,33.77,34.13,33.605,33.97,3758487,CAG
2021-02-16,34.31,34.44,33.62,33.9,3685326,CAG
2021-02-12,34.44,34.6,34.1,34.55,3216686,CAG
2021-02-11,35.18,35.4,34.32,34.43,2925382,CAG
2021-02-10,35.05,35.445,34.99,35.32,2666870,CAG
2021-02-09,34.89,35.08,34.56,34.78,2160924,CAG
2021-02-08,34.85,34.85,34.34,34.8,3250724,CAG
2021-02-05,34.62,35.035,34.41,34.62,3102554,CAG
2021-02-04,34.5,34.98,34.39,34.59,2905659,CAG
2021-02-03,34.56,34.89,34.09,34.62,3196940,CAG
2021-02-02,34.33,34.995,34.12,34.67,3754455,CAG
2021-02-01,34.65,34.94,34.02,34.2,5130970,CAG
2021-01-29,34.73,35.31,34.55,34.6,4118296,CAG
2021-01-28,34.97,35.66,34.345,34.7,5154579,CAG
2021-01-27,35.18,36.6,35.18,35.77,5167785,CAG
2021-01-26,34.92,35.555,34.865,35.49,3965800,CAG
2021-01-25,34.38,35.64,34.26,34.96,3925927,CAG
2021-01-22,34.09,34.67,34.04,34.38,4256579,CAG
2021-01-21,33.81,34.12,33.445,34.06,4216401,CAG
2021-01-20,33.65,33.86,33.06,33.76,3904244,CAG
2021-01-19,33.93,34.0195,33.59,33.63,4251430,CAG
2021-01-15,33.93,34.255,33.79,33.86,4462785,CAG
